order_id,order_date,customer_name,product_name,category,region,sales_channel,customer_segment,payment_method,salesperson,quantity,unit_price,discount_percent,rating
ORD-00626,2025-06-26,Yayasan Pendidikan Maju,Webcam hd,Electronics,Sulawesi Selatan,Direct Sales,Retail,qris,Budi Santoso,19,433448,,6.5
ORD-00627,2024-08-24,Ibu Sari Dewi,Mechanical Keyboard,accessories,Bali,OFFLINE,Corporate,qris,Riko Pratama,22,706948,-5,
ORD-00628,2024-07-05,Yayasan Pendidikan Maju,Desk Lamp LED,Electronics,Bali,e-commerce,Retail,Transfer Bank,Dewi Lestari,15,366058,,3.3
ORD-00629,18/01/2023,CV Karya Indah,Gaming chair,Furniture,Sumatera Utara,online,retail,transfer bank,Ahmad Fauzi,3,2727927,10,3.6
ORD-00630,2023-07-01,N/A,Gaming Chair,Accessories,Sumatera Utara,Direct Sales,Retail,QRIS,Ahmad fauzi,48,2308900,,3.4
ORD-00631,2024-12-11,Ibu Sari Dewi,Webcam hd,Peripherals,DKI Jakarta,OFFLINE,Corporate,cod,Fajar Kurniawan,14,509563,3,-1
ORD-00632,03/12/2023,PT Maju Bersama,4K Monitor,PERIPHERALS,jawa barat,E-Commerce,Corporate,qris,Riko Pratama,25,Rp 5384892,28,4.4
ORD-00633,2023-12-22,Ibu Sari Dewi,Webcam hd,Furniture,DKI Jakarta,direct sales,Retail,Transfer Bank,Fajar Kurniawan,-1,525002,16,4.2
ORD-00634,2025-06-27,Ibu Sari Dewi,4K Monitor,Furniture,Jawa Barat,direct sales,retail,transfer bank,SITI RAHAYU,21,,N/A,4.7
ORD-00635,2023-07-03,PT Teknologi Nusantara,Desk lamp,Furniture,DKI Jakarta,Offline,Retail,kartu kredit,Dewi Lestari,30,466667,4,3.5
ORD-00636,2025-10-07,Toko Elektronik Sukses,Gaming Chair,Furniture,jawa barat,Direct Sales,Corporate,cod,Ahmad fauzi,-1,Rp 2439634,150,2.1
ORD-00637,12/07/2024,CV Karya Indah,Gaming Chair,Furniture,Kalimantan Timur,Direct Sales,sme,transfer bank,Ahmad Fauzi,48,-9999,12,1.8
ORD-00638,2024-08-28,PT Teknologi Nusantara,Wireless Mouse,Accessories,DKI Jakarta,e-commerce,government,Transfer Bank,Fajar Kurniawan,41,453722,8,4.0
ORD-00639,04/11/2024,PT Teknologi Nusantara,Laptop Pro X2,PERIPHERALS,DKI Jakarta,E-Commerce,government,cod,Nurul Hidayah,22,7068251,0,1.5
ORD-00640,20240718,Toko Elektronik Sukses,4K Monitor,Peripherals,Sulawesi Selatan,E-Commerce,Government,kartu kredit,Riko Pratama,6,,16,6.5
ORD-00641,2023-06-06,Yayasan Pendidikan Maju,wireless mouse,Furniture,Bali,Online,government,COD,Nurul Hidayah,11,"388182,00",24,4.8
ORD-00642,05/06/2024,Koperasi Sejahtera,Gaming Chair,Electronics,JAWA TIMUR,E-Commerce,SME,qris,Ahmad fauzi,20,Rp 3231677,-5,3.4
ORD-00643,2025-07-13,CV Karya Indah,USB-C Hub,Furniture,DKI JAKARTA,online,retail,qris,Ahmad Fauzi,16,358870,28,
ORD-00644,09-04-2024,Koperasi Sejahtera,USB C Hub,Furniture,Kalimantan Timur,Direct Sales,Retail,Kartu Kredit,Nurul Hidayah,39,"285358,00",17,
ORD-00645,,Yayasan Pendidikan Maju,Laptop Pro X2,electronics,Jawa Barat,e-commerce,CORPORATE,Kartu Kredit,Ahmad fauzi,45,7754692,19,4.5
ORD-00646,2024-11-17,PT Global Digital,headset,furniture,JAWA TIMUR,Online,Corporate,transfer bank,Riko Pratama,17,1009856,25,3.0
ORD-00647,10-27-2023,PT Global Digital,4K Monitor,accessories,Sulawesi Selatan,e-commerce,SME,Transfer Bank,Fajar Kurniawan,7,5390132,150,-1
ORD-00648,2025-01-07,Yayasan Pendidikan Maju,Wireless Mouse,PERIPHERALS,DKI JAKARTA,direct sales,Retail,qris,SITI RAHAYU,41,-9999,150,4.4
ORD-00649,2024-12-21,PT Teknologi Nusantara,wireless mouse,PERIPHERALS,Sumatera Utara,E-Commerce,sme,Transfer Bank,budi santoso,11,431110,-5,4.1
ORD-00650,2025-02-21,Bapak Joko Widodo,Mechanical Keyboard,PERIPHERALS,jawa barat,OFFLINE,government,transfer bank,Siti Rahayu,40,765883,27,2.3
ORD-00651,23/09/2024,PT Global Digital,Noise Cancelling Headset,Furniture,jawa barat,Online,Corporate,COD,Fajar Kurniawan,19,1066745,2,
ORD-00652,,Bapak Joko Widodo,Gaming Chair,Furniture,jawa barat,Direct Sales,SME,QRIS,SITI RAHAYU,19,2355096.24,14,3.2
ORD-00653,2023-01-10,UD Sentosa,headset,Accessories,Sumatera Utara,OFFLINE,retail,cod,Dewi Lestari,2,1223370,18,4.4
ORD-00654,2023-06-18,-,Mechanical KEYBOARD,electronics,jawa barat,E-Commerce,SME,kartu kredit,budi santoso,45,Rp 788921,25,
ORD-00655,2024-10-27,Bapak Joko Widodo,headset,PERIPHERALS,Jawa Timur,OFFLINE,government,COD,Ahmad fauzi,40,1221710.55,5,3.2
ORD-00656,2025-10-16,Yayasan Pendidikan Maju,USB-C Hub,Peripherals,jawa barat,Offline,CORPORATE,transfer bank,Budi Santoso,9,254129,17,2.3
ORD-00657,20250225,PT Maju Bersama,4k monitor,Furniture,Sulawesi Selatan,Direct Sales,Retail,Transfer Bank,budi santoso,40,Rp 4893799,,-1
ORD-00658,11-13-2025,PT Maju Bersama,headset,Peripherals,jawa barat,Offline,Corporate,qris,Fajar Kurniawan,25,1468359,9,2.7
ORD-00659,2024-02-17,Ibu Sari Dewi,Gaming Chair,furniture,Sumatera Utara,OFFLINE,government,Kartu Kredit,budi santoso,4,2322805,0,3.1
ORD-00660,2025-04-12,Yayasan Pendidikan Maju,Laptop Pro X1,PERIPHERALS,Jawa Timur,online,retail,cod,Ahmad Fauzi,44,,N/A,1.7
ORD-00661,2024-11-06,Ibu Sari Dewi,Laptop Pro X1,Electronics,Sulawesi Selatan,Offline,CORPORATE,transfer bank,Siti Rahayu,11,9364889.32,10,4.7
ORD-00662,2023-04-27,CV Karya Indah,USB C Hub,Peripherals,Sulawesi Selatan,Offline,government,COD,budi santoso,26,-9999,N/A,-1
ORD-00663,2023-08-25,PT Teknologi Nusantara,Webcam hd,Peripherals,jawa barat,e-commerce,retail,transfer bank,budi santoso,41,514037,15,2.9
ORD-00664,2025-12-19,Yayasan Pendidikan Maju,Desk Lamp LED,Electronics,Sulawesi Selatan,Online,retail,Kartu Kredit,Riko Pratama,42,405516,9,4.9
ORD-00665,08/03/2024,,4k monitor,Furniture,Sulawesi Selatan,Direct Sales,Retail,COD,Siti Rahayu,5,3794148,1,1.8
ORD-00666,2024-01-05,Yayasan Pendidikan Maju,Laptop Pro X1,Accessories,jawa barat,online,SME,COD,budi santoso,16,10548265,N/A,3.5
ORD-00667,09/08/2023,Yayasan Pendidikan Maju,Gaming Chair,furniture,Jawa Barat,e-commerce,SME,qris,Riko Pratama,41,3214402,21,3.6
ORD-00668,2024-09-10,CV Karya Indah,headset,Peripherals,DKI Jakarta,Direct Sales,Government,transfer bank,SITI RAHAYU,37,"1031640,00",6,3.2
ORD-00669,03-03-2024,-,Wireless Mouse,accessories,DKI JAKARTA,Offline,Corporate,COD,Budi Santoso,5,Rp 344908,,3.7
ORD-00670,2023-06-15,Ibu Sari Dewi,Webcam HD,PERIPHERALS,Jawa Barat,Online,Government,kartu kredit,Riko Pratama,42,455805,2,1.8
ORD-00671,04/01/2024,Toko Elektronik Sukses,USB C Hub,Peripherals,Sumatera Utara,E-Commerce,Government,QRIS,Nurul Hidayah,27,310602,29,1.6
ORD-00672,2025-01-19,Toko Elektronik Sukses,Mechanical KEYBOARD,Electronics,Bali,Online,SME,Kartu Kredit,Dewi Lestari,-1,674839,12,
ORD-00673,2025-06-08,CV Karya Indah,headset,electronics,jawa barat,direct sales,sme,QRIS,Ahmad fauzi,41,1540422.00,28,-1
ORD-00674,,Toko Elektronik Sukses,USB C Hub,furniture,Sulawesi Selatan,OFFLINE,SME,QRIS,budi santoso,30,357332,10,1.5
ORD-00675,2025-05-07,Bapak Joko Widodo,Webcam HD,Accessories,Bali,Direct Sales,sme,qris,budi santoso,31,-9999,N/A,2.6
ORD-00676,2025-04-13,Bapak Joko Widodo,Noise Cancelling Headset,furniture,Sulawesi Selatan,e-commerce,Government,cod,Budi Santoso,18,"1368378,00",20,4.2
ORD-00677,N/A,Bapak Joko Widodo,External SSD 1TB,Furniture,DKI JAKARTA,Direct Sales,Retail,Kartu Kredit,Siti Rahayu,0,-9999,6,-1
ORD-00678,N/A,PT Global Digital,Laptop Pro X2,accessories,DKI JAKARTA,Direct Sales,Government,transfer bank,Riko Pratama,10,9062297,5,N/A
ORD-00679,2024-08-13,PT Teknologi Nusantara,External SSD 1TB,Peripherals,DKI Jakarta,direct sales,Corporate,Transfer Bank,Ahmad Fauzi,50,1164498,14,2.8
ORD-00680,10/10/2023,PT Maju Bersama,Gaming chair,PERIPHERALS,jawa barat,Offline,government,Kartu Kredit,Ahmad Fauzi,8,Rp 3347355,30,
ORD-00681,20230909,Bapak Joko Widodo,Desk lamp,accessories,Jawa Barat,e-commerce,Government,kartu kredit,Riko Pratama,2,335708,22,5.0
ORD-00682,2023-05-13,Ibu Sari Dewi,USB C Hub,Peripherals,jawa barat,Online,Government,Transfer Bank,Fajar Kurniawan,31,321340,12,N/A
ORD-00683,N/A,CV Karya Indah,Laptop Pro X2,Furniture,jawa barat,E-Commerce,retail,cod,Riko Pratama,,,0,4.0
ORD-00684,01-24-2025,CV Karya Indah,Mechanical Keyboard,Furniture,Bali,OFFLINE,Corporate,Kartu Kredit,Budi Santoso,40,,N/A,4.1
ORD-00685,2024-11-08,PT Teknologi Nusantara,USB-C Hub,Accessories,Jawa Timur,online,Corporate,Kartu Kredit,Budi Santoso,46,311563,150,3.0
ORD-00686,,UD Sentosa,Gaming chair,Electronics,DKI JAKARTA,online,Retail,Kartu Kredit,Ahmad Fauzi,37,3224015,5,5.0
ORD-00687,2024-06-24,PT Maju Bersama,Gaming chair,electronics,Bali,e-commerce,CORPORATE,COD,SITI RAHAYU,,3196943,5,
ORD-00688,22/12/2024,Bapak Joko Widodo,4k monitor,Peripherals,DKI JAKARTA,Online,Corporate,kartu kredit,Fajar Kurniawan,5,5123423,23,6.5
ORD-00689,N/A,Koperasi Sejahtera,Webcam HD,Accessories,Bali,online,Retail,kartu kredit,SITI RAHAYU,abc,536742,23,
ORD-00690,2023-10-06,Bapak Joko Widodo,Mechanical KEYBOARD,Furniture,JAWA TIMUR,Direct Sales,Retail,qris,Ahmad Fauzi,2,608039,15,
ORD-00691,2024-11-02,PT Teknologi Nusantara,Webcam HD,accessories,Bali,direct sales,SME,qris,Ahmad Fauzi,5,599566,4,3.0
ORD-00692,2023-09-10,Bapak Joko Widodo,Desk Lamp LED,Furniture,jawa barat,E-Commerce,SME,Kartu Kredit,Fajar Kurniawan,abc,374217.83,2,2.7
ORD-00693,26/06/2023,CV Karya Indah,External SSD 1TB,PERIPHERALS,DKI JAKARTA,E-Commerce,government,kartu kredit,Dewi Lestari,15,"826658,00",15,1.1
ORD-00694,2024-07-25,UD Sentosa,USB-C Hub,PERIPHERALS,Jawa Timur,direct sales,sme,transfer bank,Siti Rahayu,50,"274930,00",15,1.0
ORD-00695,04-27-2025,Ibu Sari Dewi,external ssd,Furniture,Kalimantan Timur,Direct Sales,sme,kartu kredit,Fajar Kurniawan,13,853029,28,3.0
ORD-00696,11-21-2023,CV Karya Indah,Laptop Pro X1,electronics,Kalimantan Timur,OFFLINE,Government,transfer bank,Budi Santoso,6,10666678,20,6.5
ORD-00697,20250311,PT Global Digital,Gaming Chair,accessories,Kalimantan Timur,OFFLINE,sme,transfer bank,Ahmad Fauzi,abc,3013605,150,3.2
ORD-00698,2025-01-17,Koperasi Sejahtera,Mechanical KEYBOARD,Furniture,jawa barat,Online,CORPORATE,kartu kredit,Fajar Kurniawan,46,540760,4,4.8
ORD-00699,2024-09-02,Toko Elektronik Sukses,wireless mouse,PERIPHERALS,Jawa Timur,e-commerce,government,Kartu Kredit,Ahmad fauzi,42,375917,6,
ORD-00700,20230405,PT Global Digital,Wireless Mouse,Electronics,Jawa Barat,OFFLINE,sme,Transfer Bank,Budi Santoso,9,347817,12,2.2
ORD-00701,2025-08-01,UD Sentosa,4k monitor,Peripherals,Jawa Barat,OFFLINE,Retail,COD,Dewi Lestari,,"4429212,00",12,1.0
ORD-00702,2024-06-07,Toko Elektronik Sukses,Gaming Chair,PERIPHERALS,Sulawesi Selatan,e-commerce,Government,COD,Fajar Kurniawan,17,2639534,19,3.0
ORD-00703,2025-05-12,Yayasan Pendidikan Maju,Wireless Mouse,furniture,Jawa Timur,OFFLINE,retail,transfer bank,Dewi Lestari,42,"435786,00",6,-1
ORD-00704,2023-08-16,N/A,Webcam HD,accessories,JAWA TIMUR,Direct Sales,sme,qris,Fajar Kurniawan,0,480615,,
ORD-00705,2024-04-21,Toko Elektronik Sukses,Laptop Pro X1,electronics,DKI JAKARTA,e-commerce,Government,Kartu Kredit,Budi Santoso,abc,7123423,,4.6
ORD-00706,2023-12-08,PT Global Digital,Webcam HD,Peripherals,Jawa Barat,direct sales,Government,Transfer Bank,Siti Rahayu,38,Rp 486217,-5,1.6
ORD-00707,02/10/2023,PT Global Digital,Laptop Pro X1,Electronics,DKI JAKARTA,e-commerce,sme,qris,Ahmad Fauzi,50,9855201,8,4.9
ORD-00708,2024-06-03,Ibu Sari Dewi,Laptop Pro X1,Electronics,Bali,e-commerce,sme,COD,Budi Santoso,30,-9999,23,2.3
ORD-00709,2025-08-22,PT Global Digital,Gaming chair,furniture,jawa barat,direct sales,government,transfer bank,Ahmad Fauzi,24,2594480,29,2.8
ORD-00710,27/04/2023,,Wireless Mouse,PERIPHERALS,Sulawesi Selatan,online,government,QRIS,Fajar Kurniawan,,453338,16,2.0
ORD-00711,09-22-2024,Yayasan Pendidikan Maju,External SSD 1TB,PERIPHERALS,DKI JAKARTA,Offline,government,kartu kredit,Nurul Hidayah,15,"903599,00",3,-1
ORD-00712,05-08-2025,Koperasi Sejahtera,Webcam HD,Electronics,Sulawesi Selatan,Offline,sme,QRIS,Siti Rahayu,20,"441113,00",0,1.5
ORD-00713,01/07/2025,PT Teknologi Nusantara,Mechanical Keyboard,Peripherals,Kalimantan Timur,direct sales,Corporate,qris,budi santoso,20,587746,18,3.5
ORD-00714,2024-09-25,PT Maju Bersama,Wireless Mouse,accessories,jawa barat,Direct Sales,Retail,transfer bank,Ahmad fauzi,45,341434.61,15,6.5
ORD-00715,08/06/2025,UD Sentosa,Gaming Chair,Peripherals,Jawa Timur,OFFLINE,Corporate,cod,SITI RAHAYU,31,Rp 3013676,14,1.4
ORD-00716,21/09/2024,Ibu Sari Dewi,Laptop Pro X1,accessories,Jawa Timur,online,sme,transfer bank,Fajar Kurniawan,17,8996129,,1.2
ORD-00717,26/12/2024,Koperasi Sejahtera,USB-C Hub,Peripherals,Sumatera Utara,direct sales,sme,COD,Budi Santoso,12,266319,27,3.0
ORD-00718,26/06/2024,Ibu Sari Dewi,4K Monitor,Peripherals,DKI Jakarta,online,Government,Transfer Bank,Ahmad fauzi,2,4817005,3,2.1
ORD-00719,2023-03-04,PT Global Digital,Mechanical Keyboard,Peripherals,Kalimantan Timur,Direct Sales,sme,qris,Nurul Hidayah,6,Rp 583868,17,N/A
ORD-00720,24/03/2024,CV Karya Indah,Gaming chair,furniture,Jawa Timur,Online,retail,COD,Ahmad Fauzi,1,3343322,21,
ORD-00721,2023-02-06,PT Teknologi Nusantara,External SSD 1TB,accessories,Sumatera Utara,OFFLINE,sme,cod,Ahmad fauzi,41,1081741,4,4.4
ORD-00722,2024-01-25,Yayasan Pendidikan Maju,Mechanical Keyboard,Furniture,Sumatera Utara,e-commerce,government,COD,Riko Pratama,21,Rp 582597,11,4.3
ORD-00723,2024-10-01,-,headset,furniture,DKI Jakarta,OFFLINE,CORPORATE,cod,Siti Rahayu,36,"1426229,00",1,2.1
ORD-00724,,PT Teknologi Nusantara,Laptop Pro X2,electronics,Sulawesi Selatan,Direct Sales,CORPORATE,cod,Nurul Hidayah,45,10724679,21,2.9
ORD-00725,N/A,Ibu Sari Dewi,Laptop Pro X2,Peripherals,Kalimantan Timur,E-Commerce,CORPORATE,transfer bank,Fajar Kurniawan,21,8281181,26,2.6
ORD-00726,2024-10-17,PT Teknologi Nusantara,Webcam HD,Furniture,Kalimantan Timur,OFFLINE,government,kartu kredit,Dewi Lestari,abc,582035,,1.7
ORD-00727,2024-10-03,UD Sentosa,External SSD 1TB,furniture,DKI JAKARTA,E-Commerce,sme,kartu kredit,Ahmad Fauzi,36,721470,8,N/A
ORD-00728,2025-02-16,Toko Elektronik Sukses,Gaming Chair,furniture,Sumatera Utara,E-Commerce,Retail,qris,Ahmad fauzi,21,"2412083,00",,2.1
ORD-00729,2024-10-24,UD Sentosa,4K Monitor,furniture,Sumatera Utara,Online,Retail,Transfer Bank,Siti Rahayu,28,4658455,8,4.4
ORD-00730,24/10/2023,Bapak Joko Widodo,Laptop Pro X2,Accessories,DKI Jakarta,e-commerce,retail,Transfer Bank,Ahmad Fauzi,18,7846320,7,
ORD-00731,2023-02-28,Yayasan Pendidikan Maju,Laptop Pro X1,Accessories,Kalimantan Timur,e-commerce,SME,cod,Dewi Lestari,46,9941449,19,3.2
ORD-00732,10-13-2025,Bapak Joko Widodo,headset,furniture,Sulawesi Selatan,Direct Sales,government,Transfer Bank,Ahmad fauzi,39,1382074,22,4.2
ORD-00733,N/A,PT Global Digital,Mechanical KEYBOARD,electronics,Sumatera Utara,E-Commerce,retail,qris,Fajar Kurniawan,16,"666980,00",12,2.5
ORD-00734,2024-05-16,PT Maju Bersama,4k monitor,Peripherals,JAWA TIMUR,E-Commerce,government,COD,Riko Pratama,15,"4618121,00",1,6.5
ORD-00735,2024-08-05,UD Sentosa,Noise Cancelling Headset,Peripherals,Bali,Online,CORPORATE,Kartu Kredit,Nurul Hidayah,abc,1071612,5,4.5
ORD-00736,20/04/2023,CV Karya Indah,Noise Cancelling Headset,electronics,Sulawesi Selatan,direct sales,SME,QRIS,Dewi Lestari,5,1450374,3,4.0
ORD-00737,,PT Teknologi Nusantara,Noise Cancelling Headset,Accessories,Jawa Barat,Direct Sales,Government,transfer bank,Nurul Hidayah,26,"1241440,00",7,6.5
ORD-00738,2024-03-01,Bapak Joko Widodo,USB C Hub,Furniture,Jawa Timur,OFFLINE,Government,Transfer Bank,Siti Rahayu,34,279302,12,
ORD-00739,2023-04-03,Toko Elektronik Sukses,Desk lamp,furniture,Kalimantan Timur,e-commerce,Government,cod,Ahmad Fauzi,24,475791,9,6.5
ORD-00740,N/A,CV Karya Indah,USB-C Hub,accessories,Bali,online,CORPORATE,qris,Dewi Lestari,17,323805,6,4.8
ORD-00741,2025-07-03,PT Teknologi Nusantara,4K Monitor,electronics,jawa barat,Online,government,cod,SITI RAHAYU,23,3445101.27,27,2.3
ORD-00742,2023-11-17,Yayasan Pendidikan Maju,Laptop Pro X1,Peripherals,DKI Jakarta,E-Commerce,Retail,Transfer Bank,Nurul Hidayah,29,9404936,10,4.2
ORD-00743,2024-11-23,Bapak Joko Widodo,headset,furniture,Sulawesi Selatan,Online,Corporate,QRIS,SITI RAHAYU,47,-9999,2,2.6
ORD-00744,20251009,CV Karya Indah,USB-C Hub,Accessories,JAWA TIMUR,OFFLINE,SME,QRIS,SITI RAHAYU,1,246875,,
ORD-00745,2024-10-18,UD Sentosa,headset,Peripherals,Jawa Timur,direct sales,government,kartu kredit,Ahmad fauzi,48,1155920,150,3.1
ORD-00746,20250516,Yayasan Pendidikan Maju,External SSD 1TB,Accessories,Jawa Barat,e-commerce,sme,transfer bank,budi santoso,4,,3,6.5
ORD-00747,2024-10-11,Ibu Sari Dewi,External SSD 1TB,accessories,DKI Jakarta,Offline,government,qris,SITI RAHAYU,16,Rp 1146821,10,1.2
ORD-00748,N/A,UD Sentosa,4k monitor,accessories,Jawa Barat,Direct Sales,government,Kartu Kredit,Riko Pratama,26,4263222,,2.3
ORD-00749,N/A,,Mechanical Keyboard,Peripherals,Jawa Timur,Offline,Retail,QRIS,Nurul Hidayah,45,536691,1,4.4
ORD-00750,20231003,UD Sentosa,wireless mouse,Peripherals,Jawa Barat,online,CORPORATE,kartu kredit,Siti Rahayu,-1,313643,26,1.4
ORD-00751,06/05/2025,Koperasi Sejahtera,Webcam hd,Peripherals,Bali,E-Commerce,Government,Kartu Kredit,Ahmad fauzi,45,Rp 573686,,3.7
ORD-00752,2025-06-07,PT Maju Bersama,wireless mouse,electronics,Kalimantan Timur,e-commerce,SME,COD,Riko Pratama,10,293904,3,2.8
ORD-00753,N/A,PT Maju Bersama,Laptop Pro X2,PERIPHERALS,Bali,OFFLINE,sme,qris,SITI RAHAYU,36,10784104,15,1.6
ORD-00754,2025-06-15,Koperasi Sejahtera,Wireless Mouse,electronics,JAWA TIMUR,online,sme,cod,SITI RAHAYU,48,353911,29,3.8
ORD-00755,17/04/2023,PT Maju Bersama,Gaming Chair,furniture,Jawa Timur,direct sales,government,QRIS,Budi Santoso,18,"2825018,00",150,4.2
ORD-00756,19/09/2024,Koperasi Sejahtera,headset,Accessories,Sumatera Utara,online,government,transfer bank,Nurul Hidayah,40,"1529890,00",150,3.2
ORD-00757,2024-08-20,Ibu Sari Dewi,Wireless Mouse,electronics,jawa barat,Online,SME,Kartu Kredit,Ahmad fauzi,21,,,3.7
ORD-00758,20230702,Bapak Joko Widodo,Laptop Pro X1,Accessories,Jawa Barat,OFFLINE,sme,COD,SITI RAHAYU,-1,9122820,27,4.2
ORD-00759,2024-09-24,Koperasi Sejahtera,Desk lamp,Electronics,DKI JAKARTA,OFFLINE,CORPORATE,Kartu Kredit,Dewi Lestari,35,434166,7,1.1
ORD-00760,2023-12-06,PT Maju Bersama,Gaming Chair,Furniture,Kalimantan Timur,E-Commerce,SME,QRIS,SITI RAHAYU,49,2999247,2,
ORD-00761,09-25-2023,Koperasi Sejahtera,External SSD 1TB,Peripherals,Kalimantan Timur,online,Corporate,cod,budi santoso,35,936559,25,1.4
ORD-00762,03-17-2024,Koperasi Sejahtera,external ssd,electronics,Jawa Barat,Offline,Corporate,QRIS,Ahmad Fauzi,35,1136121,,4.2
ORD-00763,08-18-2025,,Mechanical KEYBOARD,Accessories,DKI Jakarta,OFFLINE,sme,Kartu Kredit,Dewi Lestari,25,584712,14,N/A
ORD-00764,2023-10-17,Yayasan Pendidikan Maju,Laptop Pro X2,furniture,Jawa Barat,Direct Sales,sme,Kartu Kredit,Ahmad Fauzi,8,8900967.99,23,3.5
ORD-00765,20230522,PT Maju Bersama,Laptop Pro X2,Accessories,Kalimantan Timur,e-commerce,CORPORATE,Transfer Bank,Siti Rahayu,9,8413220,10,1.3
ORD-00766,,Toko Elektronik Sukses,Desk Lamp LED,electronics,JAWA TIMUR,Online,Retail,transfer bank,budi santoso,34,323023,8,4.6
ORD-00767,2025-12-18,Toko Elektronik Sukses,Mechanical Keyboard,Accessories,Jawa Barat,E-Commerce,CORPORATE,Kartu Kredit,Nurul Hidayah,36,"810981,00",9,2.7
ORD-00768,2023-08-26,UD Sentosa,Wireless Mouse,Furniture,Jawa Timur,Offline,Retail,Kartu Kredit,Ahmad fauzi,35,383399,25,1.7
ORD-00769,01/07/2023,Toko Elektronik Sukses,4K Monitor,Electronics,DKI JAKARTA,OFFLINE,Government,QRIS,Nurul Hidayah,18,4990151,17,1.8
ORD-00770,08/05/2024,UD Sentosa,Webcam hd,electronics,jawa barat,online,SME,qris,Fajar Kurniawan,8,584568,3,4.0
ORD-00771,2025-01-24,Ibu Sari Dewi,Gaming chair,Peripherals,Sumatera Utara,online,Retail,COD,Dewi Lestari,9,2627169,0,1.4
ORD-00772,13/07/2024,PT Global Digital,Laptop Pro X2,Accessories,DKI JAKARTA,online,Government,Kartu Kredit,budi santoso,44,7656583,6,
ORD-00773,2024-08-06,PT Maju Bersama,headset,accessories,Kalimantan Timur,e-commerce,Retail,transfer bank,Budi Santoso,4,1133444,28,2.1
ORD-00774,,-,Webcam hd,Peripherals,Bali,direct sales,government,transfer bank,Dewi Lestari,31,540891,,3.6
ORD-00775,11-17-2024,PT Global Digital,external ssd,Furniture,Jawa Timur,E-Commerce,government,transfer bank,Siti Rahayu,48,,7,6.5
ORD-00776,2025-09-14,UD Sentosa,external ssd,Furniture,DKI JAKARTA,Online,Government,Transfer Bank,budi santoso,1,768810,24,4.2
ORD-00777,2024-01-28,CV Karya Indah,Desk lamp,PERIPHERALS,Jawa Timur,e-commerce,sme,COD,Dewi Lestari,31,367352,30,1.3
ORD-00778,15/09/2025,UD Sentosa,4k monitor,Electronics,Sumatera Utara,direct sales,SME,Kartu Kredit,Siti Rahayu,15,4138842,0,1.5
ORD-00779,18/10/2024,Koperasi Sejahtera,USB C Hub,Accessories,Jawa Timur,Direct Sales,retail,Kartu Kredit,Siti Rahayu,49,320460,21,-1
ORD-00780,14/01/2024,Yayasan Pendidikan Maju,Webcam HD,furniture,jawa barat,Offline,Corporate,COD,Fajar Kurniawan,23,596944,3,3.7
ORD-00781,02/08/2024,PT Global Digital,External SSD 1TB,Electronics,DKI Jakarta,OFFLINE,retail,COD,Ahmad Fauzi,15,-9999,6,4.5
ORD-00782,2024-01-18,PT Global Digital,USB-C Hub,Peripherals,DKI Jakarta,direct sales,SME,Transfer Bank,Ahmad Fauzi,27,246055,13,3.8
ORD-00783,10-27-2023,PT Teknologi Nusantara,external ssd,PERIPHERALS,DKI JAKARTA,online,retail,cod,SITI RAHAYU,18,Rp 816366,24,2.6
ORD-00784,2024-07-21,PT Teknologi Nusantara,Mechanical Keyboard,Peripherals,DKI Jakarta,Online,retail,Kartu Kredit,Nurul Hidayah,48,,25,
ORD-00785,2024-06-18,UD Sentosa,Mechanical Keyboard,Accessories,Sulawesi Selatan,Offline,government,Kartu Kredit,Riko Pratama,12,796330,25,3.5
ORD-00786,2025-05-28,Koperasi Sejahtera,Mechanical Keyboard,furniture,Sulawesi Selatan,Offline,government,cod,Ahmad Fauzi,3,Rp 528880,,1.1
ORD-00787,2025-11-12,PT Global Digital,Gaming chair,Peripherals,Jawa Timur,OFFLINE,sme,Kartu Kredit,Ahmad fauzi,48,2276178,11,
ORD-00788,2024-09-25,UD Sentosa,Desk Lamp LED,electronics,DKI Jakarta,Offline,Government,cod,Riko Pratama,12,422114,12,2.7
ORD-00789,2024-12-17,PT Maju Bersama,Laptop Pro X1,electronics,Sumatera Utara,e-commerce,government,kartu kredit,Siti Rahayu,10,7322505,25,5.0
ORD-00790,2023-07-07,,Desk Lamp LED,Furniture,Bali,e-commerce,Retail,Transfer Bank,Ahmad fauzi,39,"421437,00",0,
ORD-00791,2024-05-27,Yayasan Pendidikan Maju,Noise Cancelling Headset,Furniture,Jawa Timur,Online,CORPORATE,Transfer Bank,Siti Rahayu,36,Rp 1116965,30,3.2
ORD-00792,2023-03-22,CV Karya Indah,External SSD 1TB,Accessories,JAWA TIMUR,OFFLINE,Corporate,qris,Riko Pratama,45,852818,18,3.9
ORD-00793,2024-05-03,PT Maju Bersama,External SSD 1TB,furniture,DKI Jakarta,Direct Sales,SME,COD,Siti Rahayu,3,1161994,-5,
ORD-00794,2025-01-22,Koperasi Sejahtera,Mechanical KEYBOARD,Accessories,jawa barat,Direct Sales,Government,transfer bank,Dewi Lestari,25,610931,,
ORD-00795,27/10/2024,Koperasi Sejahtera,4K Monitor,PERIPHERALS,Sumatera Utara,online,CORPORATE,kartu kredit,Ahmad Fauzi,44,3968362,27,4.7
