order_id,order_date,order_year,order_month,order_month_name,order_quarter,customer_name,customer_segment,product_name,category,region,sales_channel,payment_method,salesperson,quantity,unit_price,discount_percent,discount_amount,gross_sales,net_sales,rating
ORD-01296,2023-07-10,2023,7,July,Q3,Ibu Sari Dewi,Government,Mechanical Keyboard,Electronics,Dki Jakarta,Online,Kartu Kredit,Fajar Kurniawan,44,775266,7.0,2387819,34111704,31723885,2.4
ORD-00301,2023-07-11,2023,7,July,Q3,PT Maju Bersama,Sme,Noise Cancelling Headset,Peripherals,Jawa Timur,Offline,Cod,Siti Rahayu,48,1032481,17.0,8425045,49559088,41134043,4.9
ORD-02002,2023-07-11,2023,7,July,Q3,CV Karya Indah,Corporate,Gaming Chair,Furniture,Jawa Timur,Offline,Transfer Bank,Ahmad Fauzi,17,2757971,9.0,4219696,46885507,42665811,3.6
ORD-00031,2023-07-12,2023,7,July,Q3,PT Teknologi Nusantara,Retail,4K Monitor,Peripherals,Jawa Timur,Offline,Qris,Ahmad Fauzi,30,3729888,20.0,22379328,111896640,89517312,2.7
ORD-02109,2023-07-12,2023,7,July,Q3,UD Sentosa,Retail,4K Monitor,Furniture,Bali,Online,Qris,Riko Pratama,13,5252368,19.0,12973349,68280782,55307433,2.7
ORD-00295,2023-07-13,2023,7,July,Q3,CV Karya Indah,Government,Gaming Chair,Furniture,Jawa Barat,Online,Kartu Kredit,Riko Pratama,17,2610531,15.0,6656854,44379027,37722173,2.6
ORD-00062,2023-07-14,2023,7,July,Q3,PT Maju Bersama,Retail,USB-C Hub,Furniture,Jawa Timur,Online,Kartu Kredit,Nurul Hidayah,11,269414,0.0,0,2963550,2963550,3.1
ORD-01393,2023-07-15,2023,7,July,Q3,Yayasan Pendidikan Maju,Corporate,Gaming Chair,Electronics,Jawa Timur,Offline,Kartu Kredit,Siti Rahayu,2,2321114,20.0,928446,4642228,3713782,3.8
ORD-01991,2023-07-15,2023,7,July,Q3,Bapak Joko Widodo,Retail,Webcam HD,Electronics,Jawa Timur,Online,Qris,Nurul Hidayah,35,589344,12.0,2475245,20627040,18151795,5.0
ORD-01697,2023-07-15,2023,7,July,Q3,Toko Elektronik Sukses,Retail,Desk Lamp LED,Furniture,Jawa Barat,Online,Cod,Budi Santoso,47,393848,3.0,555326,18510856,17955530,1.5
ORD-00477,2023-07-15,2023,7,July,Q3,Bapak Joko Widodo,Government,Wireless Mouse,Electronics,Jawa Timur,Online,Qris,Budi Santoso,31,354804,4.0,439957,10998924,10558967,3.1500000000000004
ORD-00877,2023-07-16,2023,7,July,Q3,,Government,USB-C Hub,Peripherals,Sulawesi Selatan,Online,Kartu Kredit,Fajar Kurniawan,2,30413600,16.0,9732352,60827200,51094848,2.0
ORD-00820,2023-07-17,2023,7,July,Q3,Bapak Joko Widodo,Retail,Mechanical Keyboard,Peripherals,Dki Jakarta,Offline,Qris,Ahmad Fauzi,10,520732,0.0,0,5207320,5207320,1.7
ORD-01101,2023-07-18,2023,7,July,Q3,UD Sentosa,Government,Laptop Pro X1,Furniture,Jawa Barat,Online,Cod,Siti Rahayu,18,7640905,22.0,30257984,137536290,107278306,3.0
ORD-00187,2023-07-19,2023,7,July,Q3,Yayasan Pendidikan Maju,Government,Noise Cancelling Headset,Furniture,Dki Jakarta,Offline,Transfer Bank,Ahmad Fauzi,37,132679400,0.0,0,4909137800,4909137800,4.5
ORD-00351,2023-07-20,2023,7,July,Q3,Ibu Sari Dewi,Retail,External SSD 1TB,Accessories,Jawa Timur,Offline,Transfer Bank,Ahmad Fauzi,17,885564,0.0,0,15054589,15054589,2.9
ORD-01233,2023-07-20,2023,7,July,Q3,Ibu Sari Dewi,Corporate,Mechanical Keyboard,Accessories,Dki Jakarta,Online,Kartu Kredit,Budi Santoso,35,611581,29.0,6207550,21405346,15197795,4.3
ORD-02009,2023-07-21,2023,7,July,Q3,Yayasan Pendidikan Maju,Corporate,Noise Cancelling Headset,Furniture,Jawa Timur,Online,Transfer Bank,Budi Santoso,29,1417954,2.0,822413,41120666,40298253,2.9
ORD-01241,2023-07-22,2023,7,July,Q3,PT Maju Bersama,Government,Laptop Pro X1,Furniture,Sulawesi Selatan,Offline,Cod,Nurul Hidayah,47,7361193,3.0,10379282,345976071,335596789,3.0
ORD-01209,2023-07-24,2023,7,July,Q3,Ibu Sari Dewi,Sme,4K Monitor,Electronics,Sulawesi Selatan,Online,Transfer Bank,Nurul Hidayah,14,3617221,25.0,12660274,50641094,37980820,2.7
ORD-01970,2023-07-25,2023,7,July,Q3,PT Global Digital,Retail,Webcam HD,Accessories,Kalimantan Timur,Online,Qris,Siti Rahayu,35,545928,4.0,764299,19107480,18343181,1.3
ORD-02262,2023-07-25,2023,7,July,Q3,Ibu Sari Dewi,Retail,Desk Lamp LED,Furniture,Jawa Barat,Offline,Transfer Bank,Budi Santoso,22,342441,0.0,0,7533702,7533702,4.2
ORD-01923,2023-07-25,2023,7,July,Q3,PT Maju Bersama,Sme,4K Monitor,Peripherals,Jawa Barat,Online,Transfer Bank,Ahmad Fauzi,17,5296129,23.0,20707864,90034193,69326329,1.2
ORD-01207,2023-07-26,2023,7,July,Q3,PT Global Digital,Sme,Webcam HD,Electronics,Jawa Timur,Offline,Cod,Fajar Kurniawan,47,563032,7.0,1852375,26462504,24610129,4.6
ORD-02066,2023-07-27,2023,7,July,Q3,PT Teknologi Nusantara,Corporate,Mechanical Keyboard,Electronics,Bali,Offline,Cod,Budi Santoso,22,718645,13.0,2055325,15810190,13754865,3.0
ORD-01173,2023-07-27,2023,7,July,Q3,PT Global Digital,Sme,Mechanical Keyboard,Peripherals,Jawa Timur,Offline,Qris,Riko Pratama,22,722429,0.0,0,15893438,15893438,1.6
ORD-00084,2023-08-01,2023,8,August,Q3,PT Teknologi Nusantara,Corporate,Noise Cancelling Headset,Furniture,Jawa Barat,Offline,Cod,Ahmad Fauzi,37,1549807,28.0,16056001,57342859,41286858,2.6
ORD-00416,2023-08-01,2023,8,August,Q3,,Corporate,Laptop Pro X2,Furniture,Dki Jakarta,Online,Cod,Nurul Hidayah,45,8419911,27.0,102301919,378895995,276594076,1.0
ORD-02330,2023-08-02,2023,8,August,Q3,PT Teknologi Nusantara,Corporate,4K Monitor,Electronics,Jawa Barat,Online,Qris,Siti Rahayu,44,351758400,11.0,1702510656,15477369600,13774858944,1.4
ORD-01811,2023-08-02,2023,8,August,Q3,Yayasan Pendidikan Maju,Retail,Mechanical Keyboard,Accessories,Jawa Timur,Online,Qris,Siti Rahayu,8,658595,26.0,1369878,5268760,3898882,2.4
ORD-00514,2023-08-04,2023,8,August,Q3,,Retail,Noise Cancelling Headset,Electronics,Sumatera Utara,Online,Cod,Siti Rahayu,38,147507500,9.0,504475650,5605285000,5100809350,1.6
ORD-01585,2023-08-04,2023,8,August,Q3,PT Maju Bersama,Retail,Mechanical Keyboard,Furniture,Jawa Barat,Offline,Transfer Bank,Ahmad Fauzi,46,764641,15.0,5276023,35173486,29897463,3.3
ORD-01314,2023-08-04,2023,8,August,Q3,,Government,Gaming Chair,Accessories,Bali,Online,Qris,Ahmad Fauzi,35,3622983,23.0,29165013,126804405,97639392,3.1
ORD-00494,2023-08-05,2023,8,August,Q3,UD Sentosa,Government,Desk Lamp LED,Accessories,Jawa Timur,Online,Kartu Kredit,Budi Santoso,21,432050,0.0,0,9073050,9073050,3.3
ORD-00543,2023-08-06,2023,8,August,Q3,PT Maju Bersama,Retail,External SSD 1TB,Electronics,Jawa Barat,Offline,Kartu Kredit,Budi Santoso,21,1120691,4.0,941381,23534514,22593133,3.6
ORD-02095,2023-08-06,2023,8,August,Q3,PT Teknologi Nusantara,Government,4K Monitor,Electronics,Sumatera Utara,Online,Kartu Kredit,Budi Santoso,40,3772186,29.0,43757357,150887438,107130081,4.1
ORD-01170,2023-08-07,2023,8,August,Q3,Ibu Sari Dewi,Government,Mechanical Keyboard,Peripherals,Sulawesi Selatan,Online,Transfer Bank,Fajar Kurniawan,10,703144,14.0,984402,7031440,6047038,2.7
ORD-01054,2023-08-08,2023,8,August,Q3,PT Global Digital,Retail,Mechanical Keyboard,Peripherals,Jawa Timur,Offline,Kartu Kredit,Nurul Hidayah,43,593238,25.0,6377308,25509234,19131926,3.0
ORD-02125,2023-08-08,2023,8,August,Q3,Yayasan Pendidikan Maju,Corporate,Desk Lamp LED,Accessories,Dki Jakarta,Offline,Qris,Siti Rahayu,1,313935,26.0,81623,313935,232312,2.1
ORD-00317,2023-08-09,2023,8,August,Q3,CV Karya Indah,Retail,USB-C Hub,Furniture,Sumatera Utara,Offline,Kartu Kredit,Fajar Kurniawan,14,317177,4.0,177619,4440484,4262865,4.9
ORD-00667,2023-08-09,2023,8,August,Q3,Yayasan Pendidikan Maju,Sme,Gaming Chair,Furniture,Jawa Barat,Online,Qris,Riko Pratama,41,3214402,21.0,27676001,131790482,104114481,3.6
ORD-00974,2023-08-10,2023,8,August,Q3,Koperasi Sejahtera,Retail,External SSD 1TB,Peripherals,Sulawesi Selatan,Online,Kartu Kredit,Ahmad Fauzi,41,878635,19.0,6844567,36024035,29179468,2.4
ORD-02256,2023-08-11,2023,8,August,Q3,PT Maju Bersama,Sme,Gaming Chair,Accessories,Jawa Timur,Online,Cod,Budi Santoso,9,3001191,0.0,0,27010719,27010719,4.0
ORD-00179,2023-08-11,2023,8,August,Q3,Koperasi Sejahtera,Government,Webcam HD,Peripherals,Jawa Timur,Offline,Kartu Kredit,Ahmad Fauzi,12,417226,24.0,1201611,5006712,3805101,4.1
ORD-00391,2023-08-12,2023,8,August,Q3,PT Teknologi Nusantara,Corporate,Laptop Pro X1,Electronics,Jawa Barat,Offline,Transfer Bank,Dewi Lestari,32,7688617,26.0,63969293,246035744,182066451,4.5
ORD-00316,2023-08-12,2023,8,August,Q3,CV Karya Indah,Corporate,USB-C Hub,Electronics,Bali,Online,Qris,Riko Pratama,50,263813,19.0,2506228,13190674,10684446,3.1
ORD-01036,2023-08-13,2023,8,August,Q3,PT Maju Bersama,Sme,Desk Lamp LED,Furniture,Kalimantan Timur,Offline,Qris,Ahmad Fauzi,1,363273,16.0,58124,363273,305149,4.3
ORD-00281,2023-08-13,2023,8,August,Q3,PT Maju Bersama,Retail,Desk Lamp LED,Accessories,Jawa Timur,Online,Cod,Nurul Hidayah,14,453020,25.0,1585570,6342280,4756710,1.9
ORD-02080,2023-08-13,2023,8,August,Q3,PT Teknologi Nusantara,Corporate,Noise Cancelling Headset,Electronics,Dki Jakarta,Online,Transfer Bank,Riko Pratama,11,133225700,0.0,0,1465482700,1465482700,2.1
ORD-01426,2023-08-14,2023,8,August,Q3,Toko Elektronik Sukses,Sme,Wireless Mouse,Electronics,Jawa Barat,Offline,Kartu Kredit,Ahmad Fauzi,11,416361,4.0,183199,4579971,4396772,3.1500000000000004
ORD-01309,2023-08-14,2023,8,August,Q3,PT Global Digital,Corporate,Desk Lamp LED,Furniture,Jawa Timur,Online,Qris,Siti Rahayu,14,433196,0.0,0,6064744,6064744,3.7
ORD-00598,2023-08-15,2023,8,August,Q3,Ibu Sari Dewi,Sme,Desk Lamp LED,Accessories,Jawa Timur,Online,Transfer Bank,Budi Santoso,39,384883,24.0,3602505,15010437,11407932,2.1
ORD-01649,2023-08-15,2023,8,August,Q3,PT Teknologi Nusantara,Retail,Noise Cancelling Headset,Accessories,Jawa Timur,Offline,Kartu Kredit,Ahmad Fauzi,39,1539236,0.0,0,60030186,60030186,2.9
ORD-01019,2023-08-16,2023,8,August,Q3,PT Teknologi Nusantara,Retail,Mechanical Keyboard,Electronics,Sumatera Utara,Online,Qris,Nurul Hidayah,2,65709300,12.0,15770232,131418600,115648368,4.7
ORD-02278,2023-08-16,2023,8,August,Q3,UD Sentosa,Corporate,Webcam HD,Accessories,Jawa Barat,Online,Transfer Bank,Siti Rahayu,29,653777,16.0,3033525,18959533,15926008,4.3
ORD-01184,2023-08-17,2023,8,August,Q3,Ibu Sari Dewi,Government,Laptop Pro X1,Peripherals,Jawa Timur,Offline,Kartu Kredit,Ahmad Fauzi,8,8917433,29.0,20688445,71339464,50651019,3.8
ORD-01570,2023-08-18,2023,8,August,Q3,PT Maju Bersama,Retail,Webcam HD,Accessories,Jawa Timur,Online,Kartu Kredit,Ahmad Fauzi,7,577970,10.0,404579,4045790,3641211,1.3
ORD-02234,2023-08-18,2023,8,August,Q3,PT Global Digital,Corporate,Desk Lamp LED,Accessories,Bali,Offline,Qris,Budi Santoso,36,382642,19.0,2617271,13775111,11157840,4.6
ORD-00032,2023-08-19,2023,8,August,Q3,PT Global Digital,Corporate,Gaming Chair,Electronics,Jawa Barat,Offline,Transfer Bank,Ahmad Fauzi,25,3431334,0.0,0,85783350,85783350,3.2
ORD-01407,2023-08-19,2023,8,August,Q3,CV Karya Indah,Corporate,Wireless Mouse,Electronics,Dki Jakarta,Online,Kartu Kredit,Siti Rahayu,20,397882,10.0,795764,7957640,7161876,3.3
ORD-01059,2023-08-20,2023,8,August,Q3,-,Sme,4K Monitor,Electronics,Dki Jakarta,Online,Transfer Bank,Ahmad Fauzi,46,5345536,0.0,0,245894656,245894656,1.4
ORD-02356,2023-08-20,2023,8,August,Q3,PT Teknologi Nusantara,Retail,External SSD 1TB,Accessories,Jawa Timur,Offline,Transfer Bank,Ahmad Fauzi,7,851169,15.0,893727,5958183,5064456,1.1
ORD-00107,2023-08-20,2023,8,August,Q3,Bapak Joko Widodo,Corporate,4K Monitor,Electronics,Sumatera Utara,Offline,Kartu Kredit,Fajar Kurniawan,4,4204757,0.0,0,16819028,16819028,1.2
ORD-02406,2023-08-20,2023,8,August,Q3,PT Teknologi Nusantara,Government,Noise Cancelling Headset,Electronics,Sulawesi Selatan,Online,Transfer Bank,Riko Pratama,26,991296,0.0,0,25773696,25773696,3.9
ORD-01986,2023-08-20,2023,8,August,Q3,UD Sentosa,Government,Wireless Mouse,Accessories,Dki Jakarta,Online,Transfer Bank,Siti Rahayu,45,350833,16.0,2525998,15787485,13261487,2.5
ORD-01266,2023-08-20,2023,8,August,Q3,Bapak Joko Widodo,Government,Wireless Mouse,Furniture,Dki Jakarta,Online,Qris,Budi Santoso,45,295443,7.0,930645,13294935,12364290,3.8
ORD-01174,2023-08-22,2023,8,August,Q3,PT Global Digital,Retail,External SSD 1TB,Accessories,Jawa Timur,Offline,Qris,Ahmad Fauzi,4,1078459,10.0,431384,4313837,3882453,4.2
ORD-01679,2023-08-22,2023,8,August,Q3,PT Teknologi Nusantara,Sme,Webcam HD,Furniture,Dki Jakarta,Offline,Qris,Dewi Lestari,46,449503,3.0,620314,20677138,20056824,4.7
ORD-02303,2023-08-23,2023,8,August,Q3,Koperasi Sejahtera,Government,Webcam HD,Peripherals,Jawa Timur,Online,Qris,Dewi Lestari,14,580827,0.0,0,8131573,8131573,1.2
ORD-01614,2023-08-24,2023,8,August,Q3,CV Karya Indah,Sme,4K Monitor,Accessories,Jawa Barat,Offline,Kartu Kredit,Siti Rahayu,44,3492102,15.0,23047873,153652488,130604615,1.8
ORD-01077,2023-08-25,2023,8,August,Q3,Bapak Joko Widodo,Retail,Mechanical Keyboard,Accessories,Dki Jakarta,Online,Kartu Kredit,Siti Rahayu,22,530692,6.0,700513,11675224,10974711,2.8
ORD-00663,2023-08-25,2023,8,August,Q3,PT Teknologi Nusantara,Retail,Webcam HD,Peripherals,Jawa Barat,Online,Transfer Bank,Budi Santoso,41,514037,15.0,3161328,21075517,17914189,2.9
ORD-02426,2023-08-26,2023,8,August,Q3,UD Sentosa,Government,Laptop Pro X1,Electronics,Dki Jakarta,Online,Transfer Bank,Dewi Lestari,10,10219024,26.0,26569462,102190240,75620778,3.3
ORD-00904,2023-08-26,2023,8,August,Q3,Ibu Sari Dewi,Government,Wireless Mouse,Electronics,Jawa Timur,Offline,Transfer Bank,Fajar Kurniawan,43,354796,1.0,152562,15256228,15103666,3.1500000000000004
ORD-00768,2023-08-26,2023,8,August,Q3,UD Sentosa,Retail,Wireless Mouse,Furniture,Jawa Timur,Offline,Kartu Kredit,Ahmad Fauzi,35,383399,25.0,3354741,13418965,10064224,1.7
ORD-01032,2023-08-27,2023,8,August,Q3,Yayasan Pendidikan Maju,Corporate,Gaming Chair,Furniture,Jawa Timur,Offline,Qris,Nurul Hidayah,17,2315311,0.0,0,39360287,39360287,3.2
ORD-01080,2023-08-28,2023,8,August,Q3,PT Maju Bersama,Sme,Wireless Mouse,Furniture,Jawa Timur,Online,Qris,Budi Santoso,42,315947,19.0,2521257,13269774,10748517,2.5
ORD-01809,2023-09-01,2023,9,September,Q3,,Retail,Desk Lamp LED,Electronics,Jawa Barat,Offline,Kartu Kredit,Nurul Hidayah,38,393094,25.0,3734393,14937572,11203179,4.2
ORD-02470,2023-09-01,2023,9,September,Q3,,Government,Laptop Pro X1,Furniture,Dki Jakarta,Offline,Kartu Kredit,Ahmad Fauzi,44,9774743,28.0,120424834,430088692,309663858,3.0
ORD-00142,2023-09-01,2023,9,September,Q3,PT Maju Bersama,Retail,External SSD 1TB,Accessories,Jawa Timur,Offline,Cod,Fajar Kurniawan,21,1097538,17.0,3918211,23048298,19130087,2.9
ORD-02425,2023-09-01,2023,9,September,Q3,PT Global Digital,Sme,Gaming Chair,Furniture,Jawa Timur,Online,Qris,Nurul Hidayah,24,2311192,25.0,13867152,55468608,41601456,2.5
ORD-01084,2023-09-01,2023,9,September,Q3,Yayasan Pendidikan Maju,Government,Noise Cancelling Headset,Electronics,Sumatera Utara,Online,Qris,Ahmad Fauzi,48,1347066,0.0,0,64659168,64659168,4.0
ORD-00857,2023-09-02,2023,9,September,Q3,Bapak Joko Widodo,Retail,Gaming Chair,Electronics,Jawa Timur,Offline,Cod,Siti Rahayu,7,3237670,0.0,0,22663690,22663690,2.4
ORD-01441,2023-09-02,2023,9,September,Q3,CV Karya Indah,Government,Wireless Mouse,Furniture,Jawa Barat,Online,Qris,Ahmad Fauzi,10,424221,17.0,721176,4242210,3521034,4.8
ORD-02402,2023-09-03,2023,9,September,Q3,Bapak Joko Widodo,Retail,Desk Lamp LED,Furniture,Dki Jakarta,Offline,Cod,Ahmad Fauzi,15,474048,0.0,0,7110721,7110721,3.5
ORD-01455,2023-09-04,2023,9,September,Q3,CV Karya Indah,Corporate,Wireless Mouse,Accessories,Kalimantan Timur,Offline,Kartu Kredit,Dewi Lestari,36,281699,29.0,2940936,10141157,7200222,1.9
ORD-01741,2023-09-04,2023,9,September,Q3,PT Teknologi Nusantara,Retail,Desk Lamp LED,Accessories,Kalimantan Timur,Online,Transfer Bank,Riko Pratama,29,444730,18.0,2321493,12897181,10575689,4.4
ORD-00484,2023-09-04,2023,9,September,Q3,UD Sentosa,Retail,4K Monitor,Peripherals,Jawa Barat,Offline,Cod,Riko Pratama,39,4009152,20.0,31271386,156356928,125085542,2.7
ORD-01921,2023-09-05,2023,9,September,Q3,Toko Elektronik Sukses,Sme,4K Monitor,Furniture,Jawa Timur,Offline,Qris,Nurul Hidayah,38,4390142,20.0,33365079,166825396,133460317,2.5
ORD-02317,2023-09-05,2023,9,September,Q3,PT Maju Bersama,Retail,External SSD 1TB,Accessories,Dki Jakarta,Offline,Qris,Riko Pratama,28,794589,0.0,0,22248498,22248498,1.8
ORD-02137,2023-09-06,2023,9,September,Q3,-,Sme,USB-C Hub,Electronics,Jawa Barat,Online,Cod,Siti Rahayu,7,267199,21.0,392783,1870393,1477610,3.1
ORD-01291,2023-09-07,2023,9,September,Q3,Yayasan Pendidikan Maju,Retail,Mechanical Keyboard,Furniture,Jawa Barat,Offline,Kartu Kredit,Ahmad Fauzi,44,631222,20.0,5554754,27773768,22219014,1.2
ORD-00802,2023-09-07,2023,9,September,Q3,CV Karya Indah,Retail,4K Monitor,Peripherals,Dki Jakarta,Online,Transfer Bank,Dewi Lestari,26,5189594,4.0,5397178,134929444,129532266,2.3
ORD-01948,2023-09-07,2023,9,September,Q3,CV Karya Indah,Government,External SSD 1TB,Peripherals,Dki Jakarta,Offline,Cod,Riko Pratama,39,874974,15.0,5118598,34123986,29005388,2.9
ORD-01545,2023-09-08,2023,9,September,Q3,PT Global Digital,Corporate,USB-C Hub,Peripherals,Dki Jakarta,Offline,Kartu Kredit,Riko Pratama,11,327470,0.0,0,3602170,3602170,1.2
ORD-01010,2023-09-08,2023,9,September,Q3,PT Global Digital,Sme,4K Monitor,Electronics,Sulawesi Selatan,Offline,Cod,Fajar Kurniawan,44,3559919,19.0,29760923,156636436,126875513,2.2
ORD-02340,2023-09-09,2023,9,September,Q3,Koperasi Sejahtera,Sme,Mechanical Keyboard,Furniture,Jawa Barat,Online,Kartu Kredit,Siti Rahayu,16,704596,30.0,3382061,11273536,7891475,2.6
ORD-02038,2023-09-09,2023,9,September,Q3,PT Maju Bersama,Sme,Wireless Mouse,Electronics,Bali,Offline,Qris,Nurul Hidayah,10,288685,23.0,663975,2886848,2222873,3.5
ORD-00681,2023-09-09,2023,9,September,Q3,Bapak Joko Widodo,Government,Desk Lamp LED,Accessories,Jawa Barat,Online,Kartu Kredit,Riko Pratama,2,335708,22.0,147712,671416,523704,5.0
ORD-01303,2023-09-10,2023,9,September,Q3,PT Global Digital,Corporate,Laptop Pro X2,Peripherals,Sumatera Utara,Offline,Qris,Budi Santoso,1,9594519,25.0,2398630,9594519,7195889,4.1
ORD-00810,2023-09-11,2023,9,September,Q3,PT Teknologi Nusantara,Sme,Webcam HD,Electronics,Sulawesi Selatan,Offline,Kartu Kredit,Ahmad Fauzi,49,465931,17.0,3881205,22830619,18949414,4.2
ORD-01639,2023-09-11,2023,9,September,Q3,Yayasan Pendidikan Maju,Sme,Gaming Chair,Furniture,Sulawesi Selatan,Offline,Qris,Siti Rahayu,13,2941336,0.0,0,38237371,38237371,4.7
ORD-00945,2023-09-12,2023,9,September,Q3,CV Karya Indah,Retail,External SSD 1TB,Peripherals,Sumatera Utara,Online,Qris,Siti Rahayu,31,742030,1.0,230029,23002921,22772892,2.9
ORD-01011,2023-09-12,2023,9,September,Q3,CV Karya Indah,Sme,Mechanical Keyboard,Electronics,Sulawesi Selatan,Online,Kartu Kredit,Ahmad Fauzi,32,70558000,4.0,90314240,2257856000,2167541760,1.4
ORD-01385,2023-09-12,2023,9,September,Q3,PT Teknologi Nusantara,Sme,USB-C Hub,Peripherals,Kalimantan Timur,Offline,Cod,Riko Pratama,22,296548,30.0,1957217,6524056,4566839,4.1
ORD-00442,2023-09-13,2023,9,September,Q3,Yayasan Pendidikan Maju,Sme,External SSD 1TB,Electronics,Dki Jakarta,Offline,Transfer Bank,Ahmad Fauzi,31,1060971,16.0,5262416,32890101,27627685,3.8
ORD-02236,2023-09-13,2023,9,September,Q3,Ibu Sari Dewi,Corporate,Noise Cancelling Headset,Electronics,Jawa Timur,Offline,Cod,Ahmad Fauzi,27,1419141,0.0,0,38316807,38316807,2.9
ORD-00897,2023-09-14,2023,9,September,Q3,Ibu Sari Dewi,Sme,External SSD 1TB,Furniture,Dki Jakarta,Online,Transfer Bank,Nurul Hidayah,34,932615,21.0,6658873,31708920,25050047,3.5
ORD-00322,2023-09-15,2023,9,September,Q3,PT Teknologi Nusantara,Sme,Gaming Chair,Furniture,Jawa Timur,Online,Transfer Bank,Siti Rahayu,49,3405197,0.0,0,166854653,166854653,2.2
ORD-01432,2023-09-16,2023,9,September,Q3,Toko Elektronik Sukses,Retail,Mechanical Keyboard,Electronics,Kalimantan Timur,Offline,Qris,Budi Santoso,15,60063900,0.0,0,900958500,900958500,3.0
ORD-01070,2023-09-17,2023,9,September,Q3,PT Maju Bersama,Sme,Noise Cancelling Headset,Peripherals,Kalimantan Timur,Online,Qris,Ahmad Fauzi,3,1110403,20.0,666242,3331209,2664967,1.8
ORD-01471,2023-09-18,2023,9,September,Q3,UD Sentosa,Corporate,4K Monitor,Peripherals,Jawa Barat,Online,Qris,Ahmad Fauzi,9,4936371,12.0,5331281,44427339,39096058,2.9
ORD-00263,2023-09-18,2023,9,September,Q3,Yayasan Pendidikan Maju,Sme,Desk Lamp LED,Electronics,Sulawesi Selatan,Offline,Cod,Budi Santoso,48,402064,1.0,192991,19299072,19106081,2.6
ORD-01176,2023-09-19,2023,9,September,Q3,Ibu Sari Dewi,Government,USB-C Hub,Peripherals,Jawa Barat,Offline,Cod,Fajar Kurniawan,33,311806,26.0,2675295,10289598,7614303,2.1
ORD-00299,2023-09-21,2023,9,September,Q3,PT Global Digital,Retail,USB-C Hub,Electronics,Sumatera Utara,Online,Cod,Siti Rahayu,29,226299,0.0,0,6562671,6562671,2.6
ORD-00819,2023-09-22,2023,9,September,Q3,PT Global Digital,Retail,USB-C Hub,Accessories,Jawa Timur,Offline,Kartu Kredit,Nurul Hidayah,27,304140,23.0,1888709,8211780,6323071,3.8
ORD-00576,2023-09-23,2023,9,September,Q3,PT Teknologi Nusantara,Retail,Wireless Mouse,Electronics,Dki Jakarta,Offline,Kartu Kredit,Ahmad Fauzi,1,306311,0.0,0,306311,306311,1.8
ORD-02232,2023-09-23,2023,9,September,Q3,Toko Elektronik Sukses,Retail,Laptop Pro X1,Accessories,Sulawesi Selatan,Online,Kartu Kredit,Riko Pratama,38,10621428,1.0,4036143,403614264,399578121,2.2
ORD-02469,2023-09-23,2023,9,September,Q3,PT Global Digital,Sme,External SSD 1TB,Electronics,Kalimantan Timur,Online,Transfer Bank,Siti Rahayu,12,1042212,4.0,500262,12506544,12006282,2.9
ORD-00413,2023-09-23,2023,9,September,Q3,Yayasan Pendidikan Maju,Government,Webcam HD,Electronics,Jawa Timur,Offline,Transfer Bank,Fajar Kurniawan,18,453100,0.0,0,8155800,8155800,2.7
ORD-00829,2023-09-23,2023,9,September,Q3,Koperasi Sejahtera,Corporate,External SSD 1TB,Accessories,Jawa Barat,Offline,Cod,Nurul Hidayah,2,940334,0.0,0,1880668,1880668,2.3
ORD-02173,2023-09-24,2023,9,September,Q3,Ibu Sari Dewi,Retail,Webcam HD,Electronics,Jawa Barat,Offline,Qris,Nurul Hidayah,10,669333,23.0,1539466,6693330,5153864,3.8
ORD-00761,2023-09-25,2023,9,September,Q3,Koperasi Sejahtera,Corporate,External SSD 1TB,Peripherals,Kalimantan Timur,Online,Cod,Budi Santoso,35,936559,25.0,8194891,32779565,24584674,1.4
ORD-01553,2023-09-26,2023,9,September,Q3,Toko Elektronik Sukses,Retail,Mechanical Keyboard,Accessories,Jawa Timur,Online,Kartu Kredit,Fajar Kurniawan,19,801713,0.0,0,15232547,15232547,3.0
ORD-01001,2023-10-01,2023,10,October,Q4,Bapak Joko Widodo,Government,Noise Cancelling Headset,Furniture,Jawa Barat,Online,Qris,Ahmad Fauzi,14,113693700,8.0,127336944,1591711800,1464374856,4.6
ORD-01429,2023-10-01,2023,10,October,Q4,Toko Elektronik Sukses,Sme,Desk Lamp LED,Furniture,Jawa Timur,Offline,Kartu Kredit,Budi Santoso,11,335070,23.0,847727,3685770,2838043,2.3
ORD-00707,2023-10-02,2023,10,October,Q4,PT Global Digital,Sme,Laptop Pro X1,Electronics,Dki Jakarta,Online,Qris,Ahmad Fauzi,50,9855201,8.0,39420804,492760050,453339246,4.9
ORD-00220,2023-10-02,2023,10,October,Q4,PT Maju Bersama,Corporate,Desk Lamp LED,Furniture,Jawa Timur,Offline,Cod,Budi Santoso,26,358429,0.0,0,9319158,9319158,1.7
ORD-02126,2023-10-04,2023,10,October,Q4,Yayasan Pendidikan Maju,Retail,Gaming Chair,Furniture,Jawa Timur,Online,Kartu Kredit,Budi Santoso,23,2692305,0.0,0,61923015,61923015,1.2
ORD-02385,2023-10-04,2023,10,October,Q4,Yayasan Pendidikan Maju,Corporate,Laptop Pro X2,Accessories,Kalimantan Timur,Offline,Cod,Budi Santoso,16,9261432,26.0,38527557,148182912,109655355,2.8
